abuse_number,city_name,fac_name,fac_type,inv_comp_date,online_incident_date
OR0000352200,MOLALLA,MOLALLA MANOR CARE CENTER,NF , 11/01/2007, 06/28/2007
OR0000349700,MOLALLA,MOLALLA MANOR CARE CENTER,NF , 08/16/2007, 06/14/2007
OR0000163700,MOLALLA,MOLALLA MANOR CARE CENTER,NF , 08/31/2005, 07/15/2005
OR0000133000,MOLALLA,MOLALLA MANOR CARE CENTER,NF , 04/07/2005, 02/24/2005
OR0001055800,MOLALLA,MOLALLA MANOR CARE CENTER,NF , 06/21/2016, 01/26/2016
CK040047,MOLALLA,MOLALLA MANOR CARE CENTER,NF , 03/09/2004, 01/26/2004
BC167323,PORTLAND,"MOUNTAIN VIEW REHAB & HEALTHCARE CENTER, LLC",NF , 10/13/2016, 08/19/2016
OR0000248800,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 07/19/2006, 05/17/2006
OR0000240100,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 05/17/2006, 04/10/2006
OR0000240101,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 05/17/2006, 04/10/2006
OR0000220000,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 03/09/2006, 01/30/2006
OR0000251200,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 08/15/2006, 05/31/2006
CK063249A,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 02/15/2007, 12/04/2006
CK063249D,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 02/15/2007, 12/04/2006
CK050407,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 01/10/2006, 12/02/2005
CK060017A,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 03/08/2006, 11/26/2005
CK050106,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 04/20/2005, 02/21/2005
CK040341,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 11/18/2004, 08/02/2004
CK030180,OREGON CITY,MOUNTAIN VIEW REHAB & LIVING CENTER,NF , 08/26/2003, 03/31/2003
NF6578,PORTLAND,MT. ST. JOSEPH,NF , 08/11/2004, 02/06/2004
NB165454,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 06/08/2016, 04/11/2016
OR0001085200,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 07/18/2016, 03/31/2016
NB164811,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 04/29/2016, 03/01/2016
OR0001019300,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 12/08/2015, 10/22/2015
OR0000986101,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 12/08/2015, 07/31/2015
OR0000986102,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 12/08/2015, 07/31/2015
NB146133B,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 05/06/2014, 02/19/2014
OR0000790500,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 12/10/2012, 10/22/2012
NB148057,MYRTLE POINT,MYRTLE POINT CARE CENTER,NF , 05/24/2004, 03/18/2004
OR0000150200,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 08/03/2005, 05/02/2005
OR0000961500,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 05/20/2015, 04/07/2015
OR0000891400,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 06/26/2014, 04/18/2014
TM132257,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 02/12/2013, 01/17/2013
TM120579,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 11/14/2012, 07/16/2012
OR0000699400,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 11/14/2011, 07/15/2011
OR0000672800,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 04/15/2011, 03/01/2011
OR0000672801,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 04/15/2011, 03/01/2011
OR0000672802,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 04/15/2011, 03/01/2011
TM116439,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 04/19/2011, 02/23/2011
TM103916,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 04/24/2012, 04/01/2010
TM091231,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 05/26/2011, 06/02/2009
TM090343,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 04/21/2009, 02/27/2009
TM075118,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 02/21/2008, 07/20/2007
TM061763,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 06/28/2006, 04/19/2006
CO04046,WHEELER,NEHALEM VALLEY CARE CENTER,NF , 05/06/2004, 04/22/2004
MM090280,NEWBERG,NEWBERG CARE HOME,NF , 04/09/2009, 12/02/2008
MM089298,NEWBERG,NEWBERG CARE HOME,NF , 12/18/2008, 10/25/2008
MC075313,NEWBERG,NEWBERG CARE HOME,NF , 10/10/2007, 08/09/2007
OR0000260000,NEWPORT,NEWPORT REHABILITATION & SPECIALTY CARE,NF , 08/10/2006, 06/29/2006
OR0000255600,NEWPORT,NEWPORT REHABILITATION & SPECIALTY CARE,NF , 10/18/2006, 06/15/2006
OR0000255606,NEWPORT,NEWPORT REHABILITATION & SPECIALTY CARE,NF , 10/18/2006, 06/15/2006
NW149274,NEWPORT,NEWPORT REHABILITATION & SPECIALTY CARE,NF , 07/08/2005, 09/22/2004
OR0000276500,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 11/02/2006, 08/24/2006
OR0000328900,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 04/13/2007, 03/29/2007
OR0000912500,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 10/06/2014, 08/01/2014
OR0000912501,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 10/06/2014, 08/01/2014
MM147549,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 11/11/2014, 06/24/2014
MM121616,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 12/18/2012, 10/19/2012
MM129841,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 05/02/2012, 01/23/2012
OR0000739600,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 03/07/2012, 01/12/2012
MM118516B,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 04/16/2012, 11/02/2011
OR0000682800,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 06/09/2011, 04/13/2011
MM086890,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 04/09/2008, 02/11/2008
MM075864A,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 12/28/2007, 10/15/2007
MM075864B,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 12/28/2007, 10/15/2007
MC061849B,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 07/17/2006, 05/21/2006
MC033669,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 10/07/2003, 08/08/2003
SL036550,MCMINNVILLE,OAKWOOD COUNTRY PLACE,NF , 11/06/2003, 07/27/2003
OR0000315100,PRINEVILLE,OCHOCO CARE CENTER,NF , 06/06/2007, 01/30/2007
OR0000178400,PRINEVILLE,OCHOCO CARE CENTER,NF , 10/29/2005, 09/13/2005
OR0001052800,PRINEVILLE,OCHOCO CARE CENTER,NF , 06/08/2016, 01/20/2016
OR0000671300,PRINEVILLE,OCHOCO CARE CENTER,NF , 04/27/2011, 02/25/2011
RD091856,PRINEVILLE,OCHOCO CARE CENTER,NF , 08/31/2009, 06/27/2009
RD074101A,PRINEVILLE,OCHOCO CARE CENTER,NF , 05/03/2007, 03/15/2007
RD074101C,PRINEVILLE,OCHOCO CARE CENTER,NF , 05/03/2007, 03/15/2007
RD063318,PRINEVILLE,OCHOCO CARE CENTER,NF , 01/04/2007, 12/10/2006
BD51255A,PRINEVILLE,OCHOCO CARE CENTER,NF , 07/25/2005, 03/25/2005
BD41171,PRINEVILLE,OCHOCO CARE CENTER,NF , 10/25/2004, 05/24/2004
BD41224B,PRINEVILLE,OCHOCO CARE CENTER,NF , 01/03/2005, 04/29/2004
RD32052A,PRINEVILLE,OCHOCO CARE CENTER,NF , 08/05/2003, 06/22/2003
RD32052B,PRINEVILLE,OCHOCO CARE CENTER,NF , 08/05/2003, 06/22/2003
OR0000298400,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 12/28/2006, 11/20/2006
OR0000199300,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 12/28/2005, 11/14/2005
OR0000200100,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 12/28/2005, 11/15/2005
BH153614,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 12/17/2015, 02/24/2015
OR0000894100,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 08/27/2014, 05/01/2014
OR0000874901,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 09/15/2014, 01/28/2014
BH129419,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 04/16/2012, 03/06/2012
OR0000648100,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 01/03/2011, 11/16/2010
CK050066,OREGON CITY,OREGON CITY HEALTH CARE CENTER,NF , 04/26/2005, 02/10/2005
OR0000316401,THE DALLES,OREGON VETERANS' HOME,NF , 03/19/2007, 02/05/2007
OR0000131001,THE DALLES,OREGON VETERANS' HOME,NF , 04/06/2005, 02/11/2005
OR0000321900,THE DALLES,OREGON VETERANS' HOME,NF , 04/04/2007, 02/22/2007
OR0000213400,THE DALLES,OREGON VETERANS' HOME,NF , 01/11/2006, 12/25/2005
OR0001162800,THE DALLES,OREGON VETERANS' HOME,NF , 11/18/2016, 08/24/2016
OR0001162801,THE DALLES,OREGON VETERANS' HOME,NF , 11/18/2016, 08/24/2016
DL166322,THE DALLES,OREGON VETERANS' HOME,NF , 07/25/2016, 06/17/2016
DL166220,THE DALLES,OREGON VETERANS' HOME,NF , 06/23/2016, 06/12/2016
DL165801,THE DALLES,OREGON VETERANS' HOME,NF , 06/23/2016, 05/09/2016
OR0001055500,THE DALLES,OREGON VETERANS' HOME,NF , 04/06/2016, 01/16/2016
AL153841,THE DALLES,OREGON VETERANS' HOME,NF , 04/01/2016, 11/03/2015
DL151719,THE DALLES,OREGON VETERANS' HOME,NF , 10/05/2015, 06/21/2015
DL149709,THE DALLES,OREGON VETERANS' HOME,NF , 04/22/2015, 12/16/2014
DL149558,THE DALLES,OREGON VETERANS' HOME,NF , 06/17/2015, 12/10/2014
DL133202,THE DALLES,OREGON VETERANS' HOME,NF , 06/19/2013, 05/03/2013
DL132801,THE DALLES,OREGON VETERANS' HOME,NF , 06/17/2013, 03/27/2013
DL132181,THE DALLES,OREGON VETERANS' HOME,NF , 08/13/2013, 01/16/2013
DL121260,THE DALLES,OREGON VETERANS' HOME,NF , 12/09/2015, 09/28/2012
DL120660,THE DALLES,OREGON VETERANS' HOME,NF , 10/30/2012, 07/23/2012
DL128942,THE DALLES,OREGON VETERANS' HOME,NF , 03/20/2012, 01/15/2012
DL118693,THE DALLES,OREGON VETERANS' HOME,NF , 02/14/2012, 12/10/2011
DL118396,THE DALLES,OREGON VETERANS' HOME,NF , 02/27/2013, 11/04/2011
DL118259,THE DALLES,OREGON VETERANS' HOME,NF , 01/25/2012, 10/18/2011
DL117732,THE DALLES,OREGON VETERANS' HOME,NF , 09/23/2011, 08/11/2011
DL092460A,THE DALLES,OREGON VETERANS' HOME,NF , 12/21/2009, 10/23/2009
DL087779,THE DALLES,OREGON VETERANS' HOME,NF , 07/14/2008, 05/19/2008
DL087639,THE DALLES,OREGON VETERANS' HOME,NF , 06/25/2008, 05/10/2008
OR0000403800,THE DALLES,OREGON VETERANS' HOME,NF , 05/02/2008, 02/14/2008
TD52379,THE DALLES,OREGON VETERANS' HOME,NF , 02/11/2005, 01/12/2005
TD42324,THE DALLES,OREGON VETERANS' HOME,NF , 08/30/2004, 06/14/2004
OR0000384600,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 01/30/2008, 11/26/2007
OR0000383300,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 01/30/2008, 11/19/2007
OR0000383401,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 01/30/2008, 11/19/2007
OR0000383402,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 01/30/2008, 11/19/2007
OR0000383407,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 01/30/2008, 11/19/2007
OR0000380100,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 01/24/2008, 11/01/2007
OR0000380102,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 01/24/2008, 11/01/2007
OR0001177800,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 12/29/2016, 09/26/2016
OR0001162900,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 12/29/2016, 08/24/2016
OR0001076300,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 06/09/2016, 03/15/2016
HB147249,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 07/22/2014, 05/30/2014
HB145588,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 03/12/2014, 01/06/2014
HB132676,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 05/07/2013, 03/10/2013
HB129773A,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 06/12/2012, 04/12/2012
HB129773B,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 06/12/2012, 04/12/2012
OR0000729500,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 02/06/2012, 11/21/2011
OR0000592900,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 07/06/2010, 05/03/2010
OR0000400900,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 05/13/2008, 02/05/2008
HB076320,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 01/09/2008, 12/11/2007
HB073834A,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 04/11/2007, 02/16/2007
HB062803A,TIGARD,PACIFIC HEALTH AND REHABILITATION,NF , 11/13/2006, 10/10/2006
OR0000269600,PORTLAND,PARK FOREST CARE CENTER,NF , 10/16/2006, 07/28/2006
BC168790,PORTLAND,PARK FOREST CARE CENTER,NF , 01/10/2017, 12/02/2016
OR0001135600,PORTLAND,PARK FOREST CARE CENTER,NF , 10/14/2016, 07/08/2016
OR0001109000,PORTLAND,PARK FOREST CARE CENTER,NF , 07/29/2016, 05/17/2016
OR0001082401,PORTLAND,PARK FOREST CARE CENTER,NF , 07/29/2016, 03/25/2016
BC164870,PORTLAND,PARK FOREST CARE CENTER,NF , 04/01/2016, 02/26/2016
BC164739,PORTLAND,PARK FOREST CARE CENTER,NF , 03/18/2016, 02/16/2016
OR0000986200,PORTLAND,PARK FOREST CARE CENTER,NF , 11/10/2015, 08/03/2015
BC148732,PORTLAND,PARK FOREST CARE CENTER,NF , 10/13/2014, 09/26/2014
OR0000770000,PORTLAND,PARK FOREST CARE CENTER,NF , 08/07/2012, 06/29/2012
OR0000763400,PORTLAND,PARK FOREST CARE CENTER,NF , 07/10/2012, 05/24/2012
OR0000662800,PORTLAND,PARK FOREST CARE CENTER,NF , 03/10/2011, 01/21/2011
OR0000662801,PORTLAND,PARK FOREST CARE CENTER,NF , 03/10/2011, 01/21/2011
OR0000632200,PORTLAND,PARK FOREST CARE CENTER,NF , 10/28/2010, 10/05/2010
OR0000626600,PORTLAND,PARK FOREST CARE CENTER,NF , 11/23/2010, 09/21/2010
OR0000626601,PORTLAND,PARK FOREST CARE CENTER,NF , 11/23/2010, 09/21/2010
NF6832,PORTLAND,PARK FOREST CARE CENTER,NF , 12/27/2004, 12/14/2004
OR0000349002,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 07/19/2007, 06/13/2007
OR0000280800,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 10/16/2006, 09/11/2006
OR0000280800,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 10/16/2006, 09/11/2006
BH120348,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 07/17/2012, 06/18/2012
OR0000733801,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 02/06/2012, 12/08/2011
OR0000716600,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 12/06/2011, 09/19/2011
OR0000663602,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 03/30/2011, 01/25/2011
OR0000663604,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 03/30/2011, 01/25/2011
CK074832A,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",NF , 09/20/2007, 06/09/2007
OR0000238201,BEND,PILOT BUTTE REHABILITATION CENTER,NF , 07/10/2006, 04/03/2006
BO167736,BEND,PILOT BUTTE REHABILITATION CENTER,NF , 10/19/2016, 07/06/2016
OR0000398600,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 03/24/2008, 01/29/2008
OR0000311400,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 05/10/2007, 01/17/2007
OR0000215200,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 02/08/2006, 01/05/2006
OT151236,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 06/10/2015, 04/09/2015
OR0000922200,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 11/11/2014, 09/18/2014
OR0000856800,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 03/18/2014, 10/07/2013
OR0000856804,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 03/18/2014, 10/07/2013
OR0000506100,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 05/01/2009, 03/27/2009
OR0000506000,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 05/01/2009, 03/26/2009
OT31709,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 06/09/2003, 05/12/2003
OT120178,VALE,PIONEER NURSING HOME HEALTH DISTRICT,NF , 10/03/2012, 01/30/2012
OR0000351000,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 08/13/2007, 06/21/2007
OR0000889400,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 01/06/2015, 04/10/2014
OR0000809400,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 04/04/2013, 02/04/2013
OR0000782900,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 10/30/2012, 09/12/2012
OR0000667700,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 03/31/2011, 02/10/2011
BC105559,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 10/28/2010, 10/13/2010
BC091793,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 08/25/2009, 08/04/2009
OR0000495200,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 04/24/2009, 02/13/2009
NF6543C,PORTLAND,PORTHAVEN HEALTHCARE CENTER,NF , 02/09/2004, 12/06/2003
OR0001129200,PORTLAND,PORTLAND HEALTH AND REHABILITATION CENTER,NF , 10/31/2016, 06/23/2016
BC166174A,PORTLAND,PORTLAND HEALTH AND REHABILITATION CENTER,NF , 06/28/2016, 06/01/2016
BC166174B,PORTLAND,PORTLAND HEALTH AND REHABILITATION CENTER,NF , 06/28/2016, 06/01/2016
OR0000402800,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 03/24/2008, 02/12/2008
OR0001076600,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 07/19/2016, 03/15/2016
OT165615B,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 07/25/2016, 02/29/2016
OT150737,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 04/14/2015, 10/13/2012
OT120442,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 06/04/2015, 06/18/2012
OR0000656000,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 02/14/2011, 12/21/2010
OR0000494300,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 03/23/2009, 02/10/2009
OT088632,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 10/20/2008, 08/27/2008
OT087381,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 07/11/2008, 03/28/2008
OT41774,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 04/28/2005, 08/20/2004
OT31708,ONTARIO,PRESBYTERIAN COMMUNITY CARE CENTER,NF , 07/17/2003, 04/24/2003
BC168438,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 01/05/2017, 11/12/2016
OR0001164001,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 01/10/2017, 08/25/2016
OR0001103000,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 07/21/2016, 05/04/2016
OR0001017400,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 04/11/2016, 10/19/2015
BC152562,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 09/24/2015, 08/22/2015
OR0000980700,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 11/03/2015, 07/10/2015
OR0000977500,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 11/03/2015, 06/24/2015
OR0000969400,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 08/20/2015, 05/14/2015
BC150159,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 03/10/2015, 02/03/2015
BC149404,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 12/10/2014, 11/17/2014
OR0000916100,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 04/28/2015, 08/14/2014
BC147623,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 09/08/2014, 07/01/2014
OR0000865001,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 01/29/2014, 11/27/2013
BC135038,PORTLAND,PRESTIGE CARE AND REHABILITATION OF MENLO PARK,NF , 12/18/2013, 11/07/2013
OR0001039200,PORTLAND,PRESTIGE CARE AND REHABILITATION OF REEDWOOD,NF , 05/27/2016, 12/14/2015
OR0000918400,PORTLAND,PRESTIGE CARE AND REHABILITATION OF REEDWOOD,NF , 10/07/2014, 08/28/2014
OR0000917000,PORTLAND,PRESTIGE CARE AND REHABILITATION OF REEDWOOD,NF , 10/07/2014, 08/22/2014
BC132820,PORTLAND,PRESTIGE CARE AND REHABILITATION OF REEDWOOD,NF , 04/12/2013, 03/31/2013
OR0001164400,MILWAUKIE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER - MILWAUKIE,NF , 11/17/2016, 08/26/2016
OR0001147800,MILWAUKIE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER - MILWAUKIE,NF , 11/17/2016, 07/25/2016
OR0001077002,MILWAUKIE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER - MILWAUKIE,NF , 07/04/2016, 03/16/2016
OR0001233900,GRESHAM,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-GRESHAM,NF , 03/06/2017, 01/20/2017
OR0001137300,GRESHAM,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-GRESHAM,NF , 10/05/2016, 07/12/2016
BC148872A,GRESHAM,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-GRESHAM,NF , 11/11/2014, 10/07/2014
OR0000900700,GRESHAM,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-GRESHAM,NF , 09/29/2014, 06/02/2014
OR0000960900,MCMINNVILLE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-OAKWOOD,NF , 07/01/2015, 04/02/2015
OR0000955000,MCMINNVILLE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-OAKWOOD,NF , 07/01/2015, 03/13/2015
OR0000955001,MCMINNVILLE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-OAKWOOD,NF , 07/01/2015, 03/13/2015
OR0000941100,MCMINNVILLE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-OAKWOOD,NF , 03/11/2015, 12/18/2014
MM149106,MCMINNVILLE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-OAKWOOD,NF , 11/06/2014, 10/26/2014
OR0000924200,MCMINNVILLE,PRESTIGE POST-ACUTE AND REHABILITATION CENTER-OAKWOOD,NF , 03/11/2015, 09/26/2014
OR0000975700,MT. ANGEL,PROVIDENCE BENEDICTINE NURSING CENTER,NF , 10/20/2015, 06/12/2015
WB145608A,MT. ANGEL,PROVIDENCE BENEDICTINE NURSING CENTER,NF , 05/21/2014, 12/01/2013
WB145608C,MT. ANGEL,PROVIDENCE BENEDICTINE NURSING CENTER,NF , 05/21/2014, 12/01/2013
WB134971B,MT. ANGEL,PROVIDENCE BENEDICTINE NURSING CENTER,NF , 12/24/2013, 10/11/2013
WB118529,MT. ANGEL,PROVIDENCE BENEDICTINE NURSING CENTER,NF , 01/04/2012, 11/20/2011
BC167434,PORTLAND,PROVIDENCE CHILD CENTER,NF , 01/10/2017, 02/20/2016
CO10085,PORTLAND,PROVIDENCE CHILD CENTER,NF , 09/13/2010, 08/30/2010
NF7028,PORTLAND,PROVIDENCE CHILD CENTER,NF , 04/11/2006, 09/09/2005
RD150743,REDMOND,REDMOND HEALTH CARE CENTER,NF , 04/10/2015, 02/26/2015
RD149683A,REDMOND,REDMOND HEALTH CARE CENTER,NF , 02/24/2015, 12/21/2014
OR0000791500,REDMOND,REDMOND HEALTH CARE CENTER,NF , 12/28/2012, 10/26/2012
RD086566,REDMOND,REDMOND HEALTH CARE CENTER,NF , 01/23/2008, 12/24/2007
BO063246A,REDMOND,REDMOND HEALTH CARE CENTER,NF , 02/06/2007, 11/21/2006
RD42299,REDMOND,REDMOND HEALTH CARE CENTER,NF , 12/29/2004, 10/01/2004
CO04080,REDMOND,REDMOND HEALTH CARE CENTER,NF , 08/27/2004, 08/12/2004
OR0000316701,ALBANY,REGENCY ALBANY,NF , 03/16/2007, 02/06/2007
OR0000259701,ALBANY,REGENCY ALBANY,NF , 08/31/2006, 06/28/2006
AL153166,ALBANY,REGENCY ALBANY,NF , 02/29/2016, 09/18/2015
OR0000983500,ALBANY,REGENCY ALBANY,NF , 10/21/2015, 07/27/2015
OR0000983501,ALBANY,REGENCY ALBANY,NF , 10/21/2015, 07/27/2015
OR0000983502,ALBANY,REGENCY ALBANY,NF , 10/21/2015, 07/27/2015
OR0000866600,ALBANY,REGENCY ALBANY,NF , 02/25/2014, 12/12/2013
OR0000863400,ALBANY,REGENCY ALBANY,NF , 02/25/2014, 11/15/2013
CO13123,ALBANY,REGENCY ALBANY,NF , 10/16/2013, 09/11/2013
OR0000815800,ALBANY,REGENCY ALBANY,NF , 05/10/2013, 03/05/2013
AL087797,ALBANY,REGENCY ALBANY,NF , 08/14/2008, 05/03/2008
AL087015,ALBANY,REGENCY ALBANY,NF , 05/09/2008, 02/21/2008
ES165274,FLORENCE,REGENCY FLORENCE,NF , 04/29/2016, 03/29/2016
OR0000953800,FLORENCE,REGENCY FLORENCE,NF , 07/30/2015, 03/11/2015
FL120754,FLORENCE,REGENCY FLORENCE,NF , 11/25/2013, 08/06/2012
FL120183,FLORENCE,REGENCY FLORENCE,NF , 08/24/2012, 05/30/2012
