abuse_number,city_name,fac_type,inv_comp_date,online_fac_name,online_incident_date
OR0000483501,EUGENE,NF , 02/04/2009,AVAMERE RIVERPARK OF EUGENE, 12/23/2008
OR0000477700,EUGENE,NF , 01/21/2009,AVAMERE RIVERPARK OF EUGENE, 11/25/2008
ES088137,EUGENE,NF , 08/06/2008,AVAMERE RIVERPARK OF EUGENE, 06/29/2008
ES087533,EUGENE,NF , 05/14/2008,AVAMERE RIVERPARK OF EUGENE, 04/28/2008
OR0000424500,EUGENE,NF , 09/02/2008,AVAMERE RIVERPARK OF EUGENE, 04/17/2008
ES087286,EUGENE,NF , 04/21/2008,AVAMERE RIVERPARK OF EUGENE, 03/29/2008
OR0000413800,EUGENE,NF , 05/23/2008,AVAMERE RIVERPARK OF EUGENE, 03/17/2008
ES087187,EUGENE,NF , 04/24/2008,AVAMERE RIVERPARK OF EUGENE, 03/16/2008
OR0000406000,EUGENE,NF , 05/23/2008,AVAMERE RIVERPARK OF EUGENE, 02/22/2008
ES076365A,EUGENE,NF , 01/24/2008,AVAMERE RIVERPARK OF EUGENE, 12/18/2007
ES076316,EUGENE,NF , 01/24/2008,AVAMERE RIVERPARK OF EUGENE, 12/09/2007
ES075556A,EUGENE,NF , 10/05/2007,AVAMERE RIVERPARK OF EUGENE, 09/12/2007
ES074533,EUGENE,NF , 06/20/2007,AVAMERE RIVERPARK OF EUGENE, 05/10/2007
OR0001184100,SALEM,NF , 11/16/2016,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 10/07/2016
OR0001179000,SALEM,NF , 11/16/2016,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 09/28/2016
MV167667A,SALEM,NF , 10/07/2016,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 09/08/2016
OR0001154400,SALEM,NF , 11/16/2016,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 08/04/2016
OR0001124101,SALEM,NF , 09/19/2016,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 06/16/2016
MV165203,SALEM,NF , 04/18/2016,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 03/07/2016
OR0001061500,SALEM,NF , 06/08/2016,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 02/08/2016
OR0000969000,SALEM,NF , 09/03/2015,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 05/13/2015
OR0000946400,SALEM,NF , 03/09/2015,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 01/28/2015
MV159823,SALEM,NF , 02/25/2015,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 01/07/2015
OR0000939000,SALEM,NF , 03/09/2015,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 12/16/2014
MV149492,SALEM,NF , 03/31/2015,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 12/03/2014
MV148183,SALEM,NF , 02/03/2015,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE, 08/10/2014
OR0001120600,SWEET HOME,NF , 10/03/2016,AVAMERE TWIN OAKS OF SWEET HOME, 06/08/2016
AL164552,SWEET HOME,NF , 02/15/2016,AVAMERE TWIN OAKS OF SWEET HOME, 12/04/2015
OR0000821500,SWEET HOME,NF , 06/14/2013,AVAMERE TWIN OAKS OF SWEET HOME, 04/02/2013
OR0000783400,SWEET HOME,NF , 11/01/2012,AVAMERE TWIN OAKS OF SWEET HOME, 09/12/2012
AL091940A,SWEET HOME,NF , 01/07/2011,AVAMERE TWIN OAKS OF SWEET HOME, 08/26/2009
OR0000330900,NORTH BEND,NF , 06/18/2007,BAYCREST HEALTH CENTER, 04/10/2007
NB165822,NORTH BEND,NF , 08/10/2016,BAYCREST HEALTH CENTER, 05/15/2016
NB164701,NORTH BEND,NF , 03/15/2016,BAYCREST HEALTH CENTER, 02/18/2016
OR0000950700,NORTH BEND,NF , 09/09/2015,BAYCREST HEALTH CENTER, 02/25/2015
NB146593,NORTH BEND,NF , 06/25/2014,BAYCREST HEALTH CENTER, 04/01/2014
OR0000860800,NORTH BEND,NF , 01/14/2014,BAYCREST HEALTH CENTER, 10/30/2013
NB134853,NORTH BEND,NF , 01/07/2014,BAYCREST HEALTH CENTER, 10/24/2013
NB146366,NORTH BEND,NF , 05/09/2014,BAYCREST HEALTH CENTER, 10/01/2013
OR0000854400,NORTH BEND,NF , 11/28/2013,BAYCREST HEALTH CENTER, 09/24/2013
NB134190,NORTH BEND,NF , 11/25/2013,BAYCREST HEALTH CENTER, 08/18/2013
OR0000843700,NORTH BEND,NF , 10/10/2013,BAYCREST HEALTH CENTER, 08/07/2013
OR0000843701,NORTH BEND,NF , 10/10/2013,BAYCREST HEALTH CENTER, 08/07/2013
NB133325,NORTH BEND,NF , 06/21/2013,BAYCREST HEALTH CENTER, 05/16/2013
NB133233A,NORTH BEND,NF , 06/21/2013,BAYCREST HEALTH CENTER, 05/15/2013
OR0000827500,NORTH BEND,NF , 07/12/2013,BAYCREST HEALTH CENTER, 05/02/2013
OR0000822800,NORTH BEND,NF , 07/12/2013,BAYCREST HEALTH CENTER, 04/09/2013
OR0000809300,NORTH BEND,NF , 04/08/2013,BAYCREST HEALTH CENTER, 02/04/2013
NB120862,NORTH BEND,NF , 10/16/2012,BAYCREST HEALTH CENTER, 08/17/2012
NB129837,NORTH BEND,NF , 09/20/2012,BAYCREST HEALTH CENTER, 04/10/2012
NB116311,NORTH BEND,NF , 06/09/2011,BAYCREST HEALTH CENTER, 02/08/2011
NB103809,NORTH BEND,NF , 05/05/2011,BAYCREST HEALTH CENTER, 03/20/2010
NB092969,NORTH BEND,NF , 05/10/2011,BAYCREST HEALTH CENTER, 12/23/2009
NB091970A,NORTH BEND,NF , 10/28/2009,BAYCREST HEALTH CENTER, 08/24/2009
NB089031A,NORTH BEND,NF , 12/11/2008,BAYCREST HEALTH CENTER, 10/07/2008
NB088845,NORTH BEND,NF , 11/03/2008,BAYCREST HEALTH CENTER, 09/22/2008
OR0000442600,NORTH BEND,NF , 08/05/2008,BAYCREST HEALTH CENTER, 07/07/2008
NB075407,NORTH BEND,NF , 11/06/2007,BAYCREST HEALTH CENTER, 08/19/2007
NB061325,NORTH BEND,NF , 05/11/2006,BAYCREST HEALTH CENTER, 03/12/2006
NB061083,NORTH BEND,NF , 06/28/2006,BAYCREST HEALTH CENTER, 12/23/2005
NB138029B,NORTH BEND,NF , 01/27/2004,BAYCREST HEALTH CENTER, 10/30/2003
NB138029C,NORTH BEND,NF , 01/27/2004,BAYCREST HEALTH CENTER, 10/30/2003
OR0000314300,BEAVERTON,NF , 03/21/2007,BEAVERTON REHAB & SPECIALTY CARE, 01/26/2007
OR0000275300,BEAVERTON,NF , 10/13/2006,BEAVERTON REHAB & SPECIALTY CARE, 08/22/2006
OR0000148902,BEAVERTON,NF , 05/24/2005,BEAVERTON REHAB & SPECIALTY CARE, 04/19/2005
OR0000143500,BEAVERTON,NF , 05/24/2005,BEAVERTON REHAB & SPECIALTY CARE, 03/26/2005
OR0000134700,BEAVERTON,NF , 05/24/2005,BEAVERTON REHAB & SPECIALTY CARE, 03/02/2005
OR0000228500,BEAVERTON,NF , 05/15/2006,BEAVERTON REHAB & SPECIALTY CARE, 03/03/2006
HB061437,BEAVERTON,NF , 04/19/2006,BEAVERTON REHAB & SPECIALTY CARE, 12/21/2004
BO152419,BEND,NF , 09/17/2015,BEND TRANSITIONAL CARE, 07/25/2015
JD165861,PRAIRIE CITY,NF , 07/25/2016,BLUE MOUNTAIN CARE CENTER, 04/25/2016
JD116659,PRAIRIE CITY,NF , 05/10/2011,BLUE MOUNTAIN NURSING HOME, 12/10/2010
JD51795,PRAIRIE CITY,NF , 09/23/2005,BLUE MOUNTAIN NURSING HOME, 04/28/2005
OR0000443100,FOREST GROVE,NF , 11/05/2008,CAMELOT CARE CENTER, 07/08/2008
OR0000264700,PORTLAND,NF , 08/23/2006,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 07/17/2006
OR0000132500,PORTLAND,NF , 04/22/2005,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 02/24/2005
OR0000123500,PORTLAND,NF , 02/02/2005,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 01/03/2005
OR0000207200,PORTLAND,NF , 01/06/2006,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 12/07/2005
OR0001191100,PORTLAND,NF , 11/17/2016,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 10/24/2016
BC164356,PORTLAND,NF , 02/11/2016,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 01/20/2016
OR0001050900,PORTLAND,NF , 02/19/2016,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 01/15/2016
BC150220,PORTLAND,NF , 03/16/2015,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 01/17/2015
OR0000866700,PORTLAND,NF , 02/12/2014,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 12/12/2013
BC121067,PORTLAND,NF , 09/18/2012,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 07/23/2012
BC120809,PORTLAND,NF , 08/28/2012,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 07/10/2012
BC128834,PORTLAND,NF , 02/01/2012,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 12/13/2011
OR0000689500,PORTLAND,NF , 07/01/2011,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 05/23/2011
BC087572,PORTLAND,NF , 06/04/2008,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 04/11/2008
BC075702,PORTLAND,NF , 10/25/2007,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 09/28/2007
BC061664,PORTLAND,NF , 08/01/2006,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 04/21/2006
NF6917,PORTLAND,NF , 08/25/2005,CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER, 03/24/2005
ES151440B,EUGENE,NF , 10/13/2015,CASCADE MANOR, 06/02/2015
ES116352,EUGENE,NF , 02/28/2011,CASCADE MANOR, 02/10/2011
OR00006664,EUGENE,NF , 02/23/2011,CASCADE MANOR, 02/04/2011
OR0000584800,EUGENE,NF , 05/10/2010,CASCADE MANOR, 04/06/2010
ES092554B,EUGENE,NF , 12/10/2009,CASCADE MANOR, 10/19/2009
OR0000481600,EUGENE,NF , 02/02/2009,CASCADE MANOR, 12/11/2008
CO07058,EUGENE,NF , 05/16/2007,CASCADE MANOR, 04/19/2007
OR0000878400,PORTLAND,NF , 07/11/2014,CASCADE TERRACE NURSING CENTER, 02/18/2014
BC146007,PORTLAND,NF , 03/31/2014,CASCADE TERRACE NURSING CENTER, 01/15/2014
OR0000830300,PORTLAND,NF , 08/13/2013,CASCADE TERRACE NURSING CENTER, 05/16/2013
OR0000475300,PORTLAND,NF , 01/28/2009,CASCADE TERRACE NURSING CENTER, 11/18/2008
BC088740,PORTLAND,NF , 10/01/2008,CASCADE TERRACE NURSING CENTER, 07/28/2008
BC074656,PORTLAND,NF , 06/27/2007,CASCADE TERRACE NURSING CENTER, 05/23/2007
NF6796,PORTLAND,NF , 12/03/2004,CASCADE TERRACE NURSING CENTER, 11/03/2004
NF6253,PORTLAND,NF , 05/01/2003,CASCADE TERRACE NURSING CENTER, 03/11/2003
RD152306,BEND,NF , 08/17/2015,CASCADE VIEW NURSING CENTER, 07/15/2015
BO074698,BEND,NF , 07/02/2007,CASCADE VIEW NURSING CENTER, 04/21/2007
RD32068,BEND,NF , 08/05/2003,CASCADE VIEW NURSING CENTER, 06/17/2003
OR0000215400,BEND,NF , 02/17/2006,CENTRAL OREGON HEALTH CARE CENTER, 01/09/2006
BD31167B,BEND,NF , 12/11/2003,CENTRAL OREGON HEALTH CARE CENTER, 09/23/2003
BD31151B,BEND,NF , 10/15/2003,CENTRAL OREGON HEALTH CARE CENTER, 08/07/2003
BD31151C,BEND,NF , 10/15/2003,CENTRAL OREGON HEALTH CARE CENTER, 08/07/2003
RD32026A,BEND,NF , 06/16/2003,CENTRAL OREGON HEALTH CARE CENTER, 05/07/2003
OR0000137400,NEWBERG,NF , 04/20/2005,CHEHALEM HEALTH & REHAB CENTER, 03/14/2005
MM168381,NEWBERG,NF , 12/29/2016,CHEHALEM HEALTH & REHAB CENTER, 11/01/2016
MM166944,NEWBERG,NF , 09/29/2016,CHEHALEM HEALTH & REHAB CENTER, 07/30/2016
MM166331B,NEWBERG,NF , 11/17/2016,CHEHALEM HEALTH & REHAB CENTER, 06/10/2016
OR0000985500,NEWBERG,NF , 08/31/2015,CHEHALEM HEALTH & REHAB CENTER, 07/30/2015
MM151667,NEWBERG,NF , 10/13/2015,CHEHALEM HEALTH & REHAB CENTER, 06/21/2015
MM149042,NEWBERG,NF , 11/04/2014,CHEHALEM HEALTH & REHAB CENTER, 10/17/2014
MM148959,NEWBERG,NF , 10/29/2014,CHEHALEM HEALTH & REHAB CENTER, 10/13/2014
MM147487,NEWBERG,NF , 10/21/2014,CHEHALEM HEALTH & REHAB CENTER, 06/21/2014
OR0000876000,NEWBERG,NF , 05/13/2014,CHEHALEM HEALTH & REHAB CENTER, 02/05/2014
OR0000683800,NEWBERG,NF , 06/10/2011,CHEHALEM HEALTH & REHAB CENTER, 04/18/2011
MM105949,NEWBERG,NF , 01/05/2011,CHEHALEM HEALTH & REHAB CENTER, 11/09/2010
OR0000607800,NEWBERG,NF , 08/12/2010,CHEHALEM HEALTH & REHAB CENTER, 07/16/2010
MM091454,NEWBERG,NF , 07/28/2009,CHEHALEM HEALTH & REHAB CENTER, 06/25/2009
MM090745,NEWBERG,NF , 05/11/2009,CHEHALEM HEALTH & REHAB CENTER, 03/31/2009
OR0000451300,NEWBERG,NF , 12/02/2008,CHEHALEM HEALTH & REHAB CENTER, 08/18/2008
MC033654,NEWBERG,NF , 06/12/2003,CHEHALEM HEALTH & REHAB CENTER, 05/16/2003
OR0000326600,GLADSTONE,NF , 05/01/2007,CLACKAMAS REHABILITATION & SPECIALTY CARE, 03/19/2007
OR0000318402,GLADSTONE,NF , 03/29/2007,CLACKAMAS REHABILITATION & SPECIALTY CARE, 02/09/2007
OR0000316300,GLADSTONE,NF , 03/21/2007,CLACKAMAS REHABILITATION & SPECIALTY CARE, 02/05/2007
OR0000162301,GLADSTONE,NF , 08/09/2005,CLACKAMAS REHABILITATION & SPECIALTY CARE, 06/30/2005
OR0001151700,ASTORIA,NF , 11/09/2016,CLATSOP CARE CENTER, 08/01/2016
OR0001016000,ASTORIA,NF , 12/08/2015,CLATSOP CARE CENTER, 10/15/2015
OR0000973200,ASTORIA,NF , 08/12/2015,CLATSOP CARE CENTER, 05/29/2015
OR0000865800,ASTORIA,NF , 02/04/2014,CLATSOP CARE CENTER, 12/04/2013
AS129876,ASTORIA,NF , 06/20/2012,CLATSOP CARE CENTER, 04/07/2012
OR0000673900,ASTORIA,NF , 04/14/2011,CLATSOP CARE CENTER, 03/04/2011
AS088814,ASTORIA,NF , 11/14/2008,CLATSOP CARE CENTER, 09/14/2008
OR0000219201,COTTAGE GROVE,NF , 04/18/2006,COAST FORK NURSING CENTER, 01/25/2006
OR0000219203,COTTAGE GROVE,NF , 04/18/2006,COAST FORK NURSING CENTER, 01/25/2006
OR0000219208,COTTAGE GROVE,NF , 04/18/2006,COAST FORK NURSING CENTER, 01/25/2006
ES153538,COTTAGE GROVE,NF , 11/23/2015,COAST FORK NURSING CENTER, 11/07/2015
OR0000971501,COTTAGE GROVE,NF , 09/16/2015,COAST FORK NURSING CENTER, 05/21/2015
OR0000969201,COTTAGE GROVE,NF , 09/16/2015,COAST FORK NURSING CENTER, 05/14/2015
OR0000777400,COTTAGE GROVE,NF , 10/01/2012,COAST FORK NURSING CENTER, 08/09/2012
OR0000717500,COTTAGE GROVE,NF , 12/15/2011,COAST FORK NURSING CENTER, 09/27/2011
OR0000717501,COTTAGE GROVE,NF , 12/15/2011,COAST FORK NURSING CENTER, 09/27/2011
OR0000678500,COTTAGE GROVE,NF , 05/09/2011,COAST FORK NURSING CENTER, 03/24/2011
ES104970,COTTAGE GROVE,NF , 09/01/2010,COAST FORK NURSING CENTER, 07/30/2010
OR0000609300,COTTAGE GROVE,NF , 10/05/2010,COAST FORK NURSING CENTER, 07/26/2010
ES091663,COTTAGE GROVE,NF , 08/11/2009,COAST FORK NURSING CENTER, 06/09/2009
ES076211A,COTTAGE GROVE,NF , 02/07/2008,COAST FORK NURSING CENTER, 10/26/2007
EG98873,COTTAGE GROVE,NF , 01/28/2004,COAST FORK NURSING CENTER, 12/30/2003
OR0000328300,THE DALLES,NF , 05/11/2007,COLUMBIA BASIN CARE FACILITY, 03/28/2007
OR0000323600,THE DALLES,NF , 05/01/2007,COLUMBIA BASIN CARE FACILITY, 02/28/2007
OR0000311200,THE DALLES,NF , 02/22/2007,COLUMBIA BASIN CARE FACILITY, 01/16/2007
OR0001134600,THE DALLES,NF , 11/09/2016,COLUMBIA BASIN CARE FACILITY, 07/07/2016
OR0001131701,THE DALLES,NF , 11/09/2016,COLUMBIA BASIN CARE FACILITY, 06/29/2016
OR0000995300,THE DALLES,NF , 12/31/2015,COLUMBIA BASIN CARE FACILITY, 08/19/2015
DL150045,THE DALLES,NF , 04/24/2015,COLUMBIA BASIN CARE FACILITY, 01/14/2015
OR0000847101,THE DALLES,NF , 11/18/2013,COLUMBIA BASIN CARE FACILITY, 08/20/2013
DL133604,THE DALLES,NF , 11/05/2013,COLUMBIA BASIN CARE FACILITY, 06/24/2013
DL133449B,THE DALLES,NF , 09/03/2013,COLUMBIA BASIN CARE FACILITY, 06/06/2013
DL121942,THE DALLES,NF , 05/22/2013,COLUMBIA BASIN CARE FACILITY, 12/11/2012
DL129974,THE DALLES,NF , 08/21/2012,COLUMBIA BASIN CARE FACILITY, 05/01/2012
DL117714,THE DALLES,NF , 12/14/2011,COLUMBIA BASIN CARE FACILITY, 08/03/2011
OR0000620500,THE DALLES,NF , 10/14/2010,COLUMBIA BASIN CARE FACILITY, 09/07/2010
OR0000462200,THE DALLES,NF , 02/10/2009,COLUMBIA BASIN CARE FACILITY, 09/29/2008
OR0000413300,THE DALLES,NF , 06/04/2008,COLUMBIA BASIN CARE FACILITY, 03/14/2008
TD42293,THE DALLES,NF , 08/03/2004,COLUMBIA BASIN CARE FACILITY, 02/05/2004
TD42293,THE DALLES,NF , 08/03/2004,COLUMBIA BASIN CARE FACILITY, 02/05/2004
CO16353,SCAPPOOSE,NF , 12/13/2016,COLUMBIA CARE CENTER, 11/04/2016
OR0001113102,SCAPPOOSE,NF , 09/14/2016,COLUMBIA CARE CENTER, 06/07/2016
OR0001113103,SCAPPOOSE,NF , 09/14/2016,COLUMBIA CARE CENTER, 06/07/2016
ST166577,SCAPPOOSE,NF , 08/15/2016,COLUMBIA CARE CENTER, 05/27/2016
ST151393,SCAPPOOSE,NF , 07/15/2015,COLUMBIA CARE CENTER, 05/27/2015
OR0000967000,SCAPPOOSE,NF , 06/04/2015,COLUMBIA CARE CENTER, 05/04/2015
ST151647,SCAPPOOSE,NF , 07/15/2015,COLUMBIA CARE CENTER, 04/12/2015
OR0000954100,SCAPPOOSE,NF , 06/04/2015,COLUMBIA CARE CENTER, 03/11/2015
CO15058,SCAPPOOSE,NF , 02/26/2015,COLUMBIA CARE CENTER, 02/26/2015
ST150036,SCAPPOOSE,NF , 02/09/2015,COLUMBIA CARE CENTER, 01/25/2015
ST134854,SCAPPOOSE,NF , 12/10/2013,COLUMBIA CARE CENTER, 10/24/2013
ST133387,SCAPPOOSE,NF , 08/09/2013,COLUMBIA CARE CENTER, 05/31/2013
ST121809,SCAPPOOSE,NF , 01/31/2013,COLUMBIA CARE CENTER, 12/05/2012
ST074508A,SCAPPOOSE,NF , 07/23/2007,COLUMBIA CARE CENTER, 05/07/2007
OR0000843100,PORTLAND,NF , 12/02/2013,CORNERSTONE CARE OPTION, 08/06/2013
OR0000809800,PORTLAND,NF , 02/27/2013,CORNERSTONE CARE OPTION, 02/03/2013
OR0000408000,PORTLAND,NF , 05/23/2008,CORNERSTONE CARE OPTION, 02/27/2008
OR0000142700,CORVALLIS,NF , 05/11/2005,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 03/31/2005
OR0000929400,CORVALLIS,NF , 05/27/2015,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 10/28/2014
OR0000862600,CORVALLIS,NF , 01/30/2014,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 11/07/2013
OR0000862601,CORVALLIS,NF , 01/30/2014,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 11/07/2013
OR0000681700,CORVALLIS,NF , 06/24/2011,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 04/11/2011
OR0000657700,CORVALLIS,NF , 01/28/2011,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 12/28/2010
AL103120,CORVALLIS,NF , 02/24/2010,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 12/18/2009
AL092954,CORVALLIS,NF , 01/19/2010,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 09/20/2009
OR0000431200,CORVALLIS,NF , 08/01/2008,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 05/16/2008
OR0000431203,CORVALLIS,NF , 08/01/2008,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 05/16/2008
AL061522,CORVALLIS,NF , 06/23/2006,CORVALLIS MANOR NURSING & REHABILITATION CENTER, 10/14/2005
OR0000263700,CRESWELL,NF , 08/22/2006,CRESWELL CARE CENTER, 07/13/2006
OR0000260100,CRESWELL,NF , 08/22/2006,CRESWELL CARE CENTER, 06/29/2006
EG98365,CRESWELL,NF , 06/19/2003,CRESWELL CARE CENTER, 05/12/2003
EG98261,CRESWELL,NF , 06/06/2003,CRESWELL CARE CENTER, 04/05/2003
ES167178,CRESWELL,NF , 10/05/2016,CRESWELL HEALTH AND REHABILITATION CENTER, 08/13/2016
ES167059,CRESWELL,NF , 11/18/2016,CRESWELL HEALTH AND REHABILITATION CENTER, 08/09/2016
ES153142D,CRESWELL,NF , 11/02/2015,CRESWELL HEALTH AND REHABILITATION CENTER, 10/12/2015
OR0000981700,CRESWELL,NF , 11/10/2015,CRESWELL HEALTH AND REHABILITATION CENTER, 07/22/2015
ES151025,CRESWELL,NF , 07/17/2015,CRESWELL HEALTH AND REHABILITATION CENTER, 04/21/2015
ES149624A,CRESWELL,NF , 04/21/2015,CRESWELL HEALTH AND REHABILITATION CENTER, 12/16/2014
OR0000875700,CRESWELL,NF , 05/09/2014,CRESWELL HEALTH AND REHABILITATION CENTER, 01/31/2014
OR0000398900,DALLAS,NF , 03/07/2008,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 01/29/2008
OR0000205400,DALLAS,NF , 01/20/2006,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 11/30/2005
OR0000314000,DALLAS,NF , 03/02/2007,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 01/26/2007
OR0000185400,DALLAS,NF , 11/08/2005,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 10/05/2005
OR0000850900,DALLAS,NF , 04/18/2014,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 09/04/2013
DA134088,DALLAS,NF , 10/10/2013,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 08/06/2013
DA134124,DALLAS,NF , 10/01/2013,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 07/30/2013
OR0000807700,DALLAS,NF , 03/14/2013,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 01/29/2013
DA132398,DALLAS,NF , 05/14/2013,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 01/11/2013
DA120739,DALLAS,NF , 03/13/2014,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 08/01/2012
OR0000709100,DALLAS,NF , 11/01/2011,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 08/18/2011
OR0000690800,DALLAS,NF , 06/29/2011,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 05/27/2011
DA116787,DALLAS,NF , 05/19/2011,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 04/02/2011
OR0000601800,DALLAS,NF , 07/07/2010,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 06/14/2010
OR0000562400,DALLAS,NF , 02/08/2010,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 12/17/2009
OR0000561600,DALLAS,NF , 02/08/2010,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 12/16/2009
OR0000561700,DALLAS,NF , 02/08/2010,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 12/16/2009
OR0000556300,DALLAS,NF , 01/11/2010,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 11/16/2009
DA091362,DALLAS,NF , 08/06/2009,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 05/24/2009
DA090880,DALLAS,NF , 06/22/2009,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 04/19/2009
OR0000500000,DALLAS,NF , 04/23/2009,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 03/03/2009
OR0000497200,DALLAS,NF , 04/03/2009,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 02/20/2009
OR0000495100,DALLAS,NF , 04/03/2009,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 02/12/2009
OR0000495101,DALLAS,NF , 04/03/2009,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 02/12/2009
OR0000437101,DALLAS,NF , 09/24/2008,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 06/09/2008
DS086522,DALLAS,NF , 02/28/2008,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 12/30/2007
DA075243,DALLAS,NF , 09/25/2007,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 07/26/2007
DS074978,DALLAS,NF , 08/24/2007,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 07/04/2007
DA061484,DALLAS,NF , 06/09/2006,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 03/20/2006
SL036583A,DALLAS,NF , 10/22/2003,DALLAS RETIREMENT VILLAGE HEALTH CENTER, 08/14/2003
HB151272,HILLSBORO,NF , 06/02/2015,EMPRES HILLSBORO HEALTH AND REHABILITATION CENTER, 05/14/2015
OR0000819901,HILLSBORO,NF , 05/17/2013,EMPRES HILLSBORO HEALTH AND REHABILITATION CENTER, 03/25/2013
OR0000253300,EUGENE,NF , 08/07/2006,EUGENE REHAB & SPECIALTY CARE, 06/07/2006
OR0000180900,EUGENE,NF , 10/20/2005,EUGENE REHAB & SPECIALTY CARE, 09/21/2005
OR0000234200,EUGENE,NF , 05/25/2006,EUGENE REHAB & SPECIALTY CARE, 03/22/2006
OR0000176400,EUGENE,NF , 10/18/2005,EUGENE REHAB & SPECIALTY CARE, 09/02/2005
ES073605,EUGENE,NF , 03/01/2007,EUGENE REHAB & SPECIALTY CARE, 01/17/2007
ES100973,EUGENE,NF , 05/25/2006,EUGENE REHAB & SPECIALTY CARE, 05/11/2006
ES100781,EUGENE,NF , 04/13/2006,EUGENE REHAB & SPECIALTY CARE, 02/06/2006
EG99402,EUGENE,NF , 09/08/2004,EUGENE REHAB & SPECIALTY CARE, 08/17/2004
OR0000331400,LA GRANDE,NF , 06/08/2007,EVERGREEN HEALTH & REHAB CENTER, 04/12/2007
OR0000186101,LA GRANDE,NF , 11/11/2005,EVERGREEN HEALTH & REHAB CENTER, 10/06/2005
OR0000147300,LA GRANDE,NF , 06/30/2005,EVERGREEN HEALTH & REHAB CENTER, 04/19/2005
OR0000546400,LA GRANDE,NF , 12/16/2009,EVERGREEN HEALTH & REHAB CENTER, 09/28/2009
