Facility ID,FAC_CCMUNumber,FACID,FAC_Type,FAC_Capacity,Facility Name,Facility Address,"City, State, Zip",Other Service,County,Owner,Operator
5ME119,5ME119,5ME119,RCF,95,ElderHealth & Living,382-B  South 58th St,"Springfield, OR 97478","MCC, ACU 95",(541) 747-5322,ElderHealth & Living Corporation,ElderHealth & Living Corporation
5ME175,5ME175,5ME175,RCF,16,Premier Living Center,5120 SE 118th,"Portland, OR 97266",,(503) 762-3428,"Premier Living Center, Inc.","Premier Living Center, Inc."
5ME248,5ME248,5ME248,RCF,16,Harmony Living,1535 SW Shirley Ann Drive,"McMinnville, OR 97128",ECU 16,(503) 472-9986,"Harmony Living, Inc.","Harmony Living, Inc."
70A011,70A011,70A011,ALF,105,Canfield Place Retirement Community,14570 SW Hart Rd,"Beaverton, OR 97005",,(503) 526-3803,Canfield Place Rtrmt Comm LLC,"Leisure Care, LLC"
70A012,70A012,70A012,ALF,21,"Springs at Carman Oaks, The",3900 SW Carman Dr,"Lake Oswego, OR 97035",,(503) 636-9545,"HSRE-Springs II at Lake Oswego Sub-TRS, LLC","The Springs Living, LLC"
70A057,70A057,70A057,ALF,63,Markham House Retirement Community,10606 SW  Capitol Hwy,"Portland, OR 97219",,(503) 244-1022,"PORTMH, LLC","Leisure Care, LLC"
70A062,70A062,70A062,ALF,45,Brookdale Ashland,548 North Main Street,"Ashland, OR 97520",,(541) 488-6988,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70A069,70A069,70A069,ALF,55,Regency Park Place at Corvallis,2595 Jack London St,"Corvallis, OR 97330",,(541) 752-8684,"BD Corvallis I, LLC","Regency Pacific Management, LLC"
70A083,70A083,70A083,ALF,108,"Sheldon Park Assisted Living, a Blue Harbor Senior Living Community",2440 Willakenzie Road,"Eugene, OR 97401",,(541) 344-1370,Sheldon Park Management LLC,Sheldon Park Management LLC
70A097,70A097,70A097,ALF,70,Timberhill Place,989 NW Spruce Ave,"Corvallis, OR 97330",,(541) 757-3528,"Vintage Investment Prop., Inc.","Vintage Investment Prop., Inc."
70A102,70A102,70A102,ALF,38,Well Springs Assisted Living Facility,2104 W Idaho,"Ontario, OR 97914",,(541) 889-4047,C & I Properties LLC,"Milestone Retirement Communities, LLC"
70A200,70A200,70A200,ALF,85,"Springs at Wilsonville, The",7600 Vlahos Drive,"Wilsonville, OR 97070",,(503) 582-9236,"HSRE-Springs II at Lake Oswego Sub-TRS, LLC","The Springs Living, LLC"
70A209,70A209,70A209,ALF,64,"Terrace at Laurelhurst Village, The",3120 SE Stark,"Portland, OR 97214",,(503) 797-6702,"Laurelhurst Operations, LLC","Laurelhurst Operations, LLC"
70A214,70A214,70A214,ALF,147,Jennings - McCall Center,2300 Masonic Way,"Forest Grove, OR 97116",,(503) 359-4468,Grand Lodge of AF & AM of Oregon,"Aidan Health Services, Inc."
70A235,70A235,70A235,ALF,60,Bonaventure of Albany Assisted Living,420 Geri Street,"Albany, OR 97321",,(541) 497-5601,Mountain West Retirement Corporation,Bonaventure Senior Living
70A246,70A246,70A246,ALF,64,Terwilliger Terrace Assisted Living Facility,2425 SW 6th Ave.,"Portland, OR 97201",,(503) 299-4803,"Terwilliger Plaza, Inc.","Terwilliger Plaza, Inc."
70A249,70A249,70A249,ALF,20,Providence Brookside Manor,1550 Brookside Dr.,"Hood River, OR 97031",,(541) 387-2728,Providence Health & Services - Oregon,Providence Health System - Oregon
70A259,70A259,70A259,ALF,50,Willamette View Neighborhoods,13145 SE River Road,"Portland, OR 97222",,(503) 652-6255,"Willamette View, Inc. dba","Willamette View, Inc."
70A260,70A260,70A260,ALF,72,Prestige Senior Living Southern Hills,4795 Skyline Rd. S.,"Salem, OR 97306",,(503) 378-1481,CHP Salem-Southern Hills OR Tenant Corp.,"Prestige Senior Living, L.L.C"
70A261,70A261,70A261,ALF,59,Edgewood Point Assisted Living,7733 SW Scholls Ferry Rd,"Beaverton, OR 97008",,(503) 671-9245,"Beaverton Assisted Living, LLC","Hawthorn Retirement Group, LLC"
70A262,70A262,70A262,ALF,68,Terrace at Hillside Assisted Living,440 NW Hillside Park Way,"McMinnville, OR 97128",,(503) 883-7499,Emeritus Corporation,Emeritus Corporation
70A263,70A263,70A263,ALF,53,Shore Pines Assisted Living,93975 Ocean Way,"Gold Beach, OR 97444",,(541) 247-9213,"Shore Pines Assisted Living, LLC","Mosaic Management, Inc."
70A264,70A264,70A264,ALF,110,Royal Anne Assisted Living Facility,10610 SE Clay St.,"Portland, OR 97216",,(503) 946-0208,"PAR, LLC","Generations, LLC"
70A265,70A265,70A265,ALF,50,Sea Aire Assisted Living,1882 N Hwy 101,"Yachats, OR 97498",,(541) 547-5503,"Sea Aire Assisted Living, LLC","Sea Aire Assisted Living, LLC"
70A266,70A266,70A266,ALF,77,"Bridge Assisted Living, The",201 SW Bridge St.,"Grants Pass, OR 97526",,(541) 956-2109,"Grants Pass Assisted Living, LLC","Woollard Ipsen Management, LLC"
70A267,70A267,70A267,ALF,96,Vineyard Heights Assisted Living & Retirement Cottages,345 SW Hill Rd.,"McMinnville, OR 97128",,(503) 434-1599,LSREF Golden Ops 26 (OR) LLC,"Frontier Management, LLC"
70A268,70A268,70A268,ALF,90,Raleigh Hills Assisted Living Community,4815 SW Dogwood Ln,"Portland, OR 97225",,(503) 297-5739,"Raleigh Hills Management, LLC","Raleigh Hills Management, LLC"
70A269,70A269,70A269,ALF,85,Hawks Ridge Senior Assisted Living Community,1795 8th St,"Hood River, OR 97031",,(541) 387-2697,LSREF Golden Ops 26 (OR) LLC,"Frontier Management, LLC"
70A270,70A270,70A270,ALF,100,Somerset Assisted Living,8360 Cason Rd,"Gladstone, OR 97027",,(503) 655-1543,Gladstone Assisted Living LLC,"Hawthorn Retirement Group, LLC"
70A271,70A271,70A271,ALF,130,Providence ElderPlace in Irvington Village,420 NE Mason,"Portland, OR 97211",,(503) 335-6280,Providence Health & Services - Oregon,Providence Health & Services - Oregon
70A273,70A273,70A273,ALF,80,Hearthstone at Murrayhill Assisted Living,10880 SW Davies Rd,"Beaverton, OR 97008",,(503) 641-4944,"Hearthstone at Murrayhill, LLC","Hearthstone Management Services, LLC"
70A274,70A274,70A274,ALF,95,Stoneybrook Assisted Living,4650 SW Hollyhock Circle,"Corvallis, OR 97333",,(541) 758-2862,"Corvallis Assisted Living, LLC","Hawthorn Retirement Group, LLC"
70A275,70A275,70A275,ALF,64,Avamere at Seaside,2500 S. Roosevelt Dr.,"Seaside, OR 97138",,(503) 738-0903,"Necanicum Operations, LLC","Necanicum Operations, LLC"
70A276,70A276,70A276,ALF,57,"Springs at Sherwood, The",15677 SW Oregon,"Sherwood, OR 97140",,(503) 625-1372,"HSRE-Springs at Sherwood Sub-TRS, LLC","The Springs Living, LLC"
70A277,70A277,70A277,ALF,67,Prestige Senior Living Orchard Heights,695 Orchard Heights Rd NW,"Salem, OR 97304",,(503) 485-2112,CHP Salem -Orchard Heights OR Tenant Corp,"Prestige Senior Living, LLC"
70A278,70A278,70A278,ALF,84,Assumption Village,9121 N. Burr Avenue,"Portland, OR 97203",,(503) 283-5692,Assumption Village LLC,S.A.G.E.
70A279,70A279,70A279,ALF,82,Prestige Senior Living Five Rivers,3500 12th St,"Tillamook, OR 97141",,(503) 842-7077,CHP Tillamook-Five Rivers OR Tenant Corp,"Prestige Senior Living, LLC"
70A280,70A280,70A280,ALF,55,Corvallis Caring Place Assisted Living,750 NW 23rd St,"Corvallis, OR 97330",,(541) 753-2034,"Corvallis Caring Place, Inc.","Mennonite Management Services, Inc."
70A281,70A281,70A281,ALF,72,Prestige Senior Living West Hills,5595 SW West Hills Rd.,"Corvallis, OR 97333",,(541) 257-2008,"CHP-Corvallis-West Hills OR Tenant, Inc.",Prestige Senior Living
70A283,70A283,70A283,ALF,18,Willow Creek Terrace,400 Frank Gilliam Dr.,"Heppner, OR 97836",,(541) 676-2901,Willow Creek Valley Assisted Living Corp.,Morrow County Health District
70A284,70A284,70A284,ALF,85,SpringRidge Court Assisted Living,32100 SW French Prairie Rd.,"Wilsonville, OR 97070",,(503) 694-5124,Spring Ridge Subtenant LLC,"SRG Management, LLC"
70A285,70A285,70A285,ALF,50,Country Meadows Village,155 S. Evergreen,"Woodburn, OR 97071",,(971) 983-3222,"Crown II Development, LLC","Crown Two Development, LLC"
70A286,70A286,70A286,ALF,72,Marquis Wilsonville Assisted Living,30900 SW Parkway Ave,"Wilsonville, OR 97070",,(503) 682-2208,"Marquis Companies II, Inc.","Marquis Companies I, Inc."
70A287,70A287,70A287,ALF,40,"Amber Assisted Living, The",365 SW Bel Air Drive- PO Box 308,"Clatskanie, OR 97016",,(503) 728-4038,"Amber Investors, LLC","Ageia Health Services, LLC"
70A288,70A288,70A288,ALF,80,Marquis Piedmont Assisted Living,319 NE Russet St.,"Portland, OR 97211",,(503) 286-0635,"Marquis Companies II, Inc.","Marquis Companies I, Inc."
70A289,70A289,70A289,ALF,75,Prestige Senior Living High Desert,2660 NE Mary Rose Place,"Bend, OR 97701",,(541) 312-2011,CHP Bend-High Desert OR Tenant Corp.,"Prestige Senior Living, LLC"
70A290,70A290,70A290,ALF,78,Brookdale Chestnut Lane - Gresham,1219 NE Sixth Street,"Gresham, OR 97030",,(503) 674-9904,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70A291,70A291,70A291,ALF,90,Avamere at Bethany Assisted Living Facility,16360 NW Avamere Court,"Portland, OR 97229",,(503) 690-2134,"Avamere Bethany Operations, LLC","Avamere-Bethany Operations, LLC"
70A292,70A292,70A292,ALF,64,Prestige Senior Living Arbor Place,3150 Juanipero Way,"Medford, OR 97504",,(541) 773-5378,CHP Medford -Arbor Place OR Tenant Corp.,"Prestige Senior Living, LLC"
70A293,70A293,70A293,ALF,31,Pioneer Place Assisted Living,1060 D Street W,"Vale, OR 97918",,(541) 473-2842,Pioneer Nursing Home Health District,Pioneer Nursing Home Health District
70A294,70A294,70A294,ALF,76,Fox Hollow Independent & Assisted Living Community,2599 NE Studio Rd,"Bend, OR 97701",,(541) 383-4979,"Fox Hollow Bend, LLC","Regency Pacific Management, LLC"
70A295,70A295,70A295,ALF,100,Brookdale Sellwood,8517 SE 17th Avenue,"Portland, OR 97202",,(503) 542-4801,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70A296,70A296,70A296,ALF,35,Canyon Rim Manor,1701 George Jackson Rd.,"Maupin, OR 97037",,(541) 395-0937,"Maupin Senior Living, LLC","Mosaic Management, Inc."
70A297,70A297,70A297,ALF,95,Brookdale Lebanon,181 South 5th Street,"Lebanon, OR 97355",,(541) 258-2233,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70A298,70A298,70A298,ALF,60,Pioneer Village,805 N. 5th St.,"Jacksonville, OR 97530",,(541) 899-4848,"RSL Pioneer, LLC","Radiant Senior Living, Inc."
70A299,70A299,70A299,ALF,150,Brookdale Springfield Briarwood,4865 Main Street,"Springfield, OR 97478",,(541) 284-2864,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70A300,70A300,,ALF,44,"Springs at Veranda Park, The",1641 NE Veranda Park Drive,"Medford, OR 97504",,,"HSRE-Springs III at Medford VP Sub TRS, LLC","The Springs Living, LLC"
70A301,70A301,,ALF,69,Bonaventure of Tigard Assisted Living,15000 SW Hall Blvd,"Tigard, OR 97224",,(503) 214-4201,"Bonaventure of Tigard, LLC",Bonaventure Senior Living
70A302,70A302,70A302,ALF,100,Ocean Ridge Retirement and Assisted Living Community,1855 SE Ocean Blvd.,"Coos Bay, OR 97420",,(541) 267-4411,"ARHC ORCOOOR01 TRS, LLC","FM Ocean Ridge, LLC"
70A303,70A303,70A303,ALF,82,Brookdale Oswego Springs - Portland,11552 SW Lesser Rd.,"Portland, OR 97219",,(503) 542-4848,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70A304,70A304,70A304,ALF,79,Oswego Place Assisted Living Community,17450 Pilkington Rd.,"Lake Oswego, OR 97035",,(503) 697-1026,"Oswego Place Assisted Living Community, LLC",Bonaventure Senior Living
70A305,70A305,70A305,ALF,77,Brookdale Redmond Assisted Living,1942 SW Canyon Drive,"Redmond, OR 97756",,(541) 316-4401,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70A306,70A306,70A306,ALF,85,Middlefield Oaks Assisted Living Community,1500 Village Drive,"Cottage Grove, OR 97424",,(541) 767-1181,"Middlefield Oaks Assisted Living, LLC",Fronline Management
70A307,70A307,70A307,ALF,62,Bayberry Commons Assisted Living,2211 Laura Street,"Springfield, OR 97477",,(541) 744-7999,"Bayberry Commons, Inc.",Ridgeline Management Co.
70A308,70A308,70A308,ALF,110,Brookdale Newberg,3802 Hayes St.,"Newberg, OR 97132",,(503) 538-1905,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70A309,70A309,70A309,ALF,65,Hawthorne Gardens Senior Living Community,2828 SE Taylor Street,"Portland, OR 97214",,(971) 222-0397,"GF Hawthorne Tenant, LLC","Artegan at Hawthorne Gardens, LLC"
70A310,70A310,70A310,ALF,16,"Stafford Assisted Living Facility, The",1200 Overlook Dr,"Lake Oswego, OR 97034",,(503) 636-4583,"Avamere Stafford Operations, LLC","Avamere Stafford Operations, LLC"
70A311,70A311,70A311,ALF,29,Fircrest Community Living,213 NE Fircrest Drive,"McMinnville, OR 97128",,(503) 883-9462,"Fircrest Community Living, Inc.","Fircrest Community Living, Inc."
70A312,70A312,70A312,ALF,153,Laurel Parc at Bethany,15850 NW Central Drive,"Portland, OR 97229","MCC, ACU 23",(503) 906-5796,"Laurel Parc AL at Bethany, LLC","Laurel Parc AL at Bethany, LLC"
70A314,70A314,70A314,ALF,120,Russellville Park West,23 SE 103rd,"Portland, OR 97216",,(503) 255-7098,"Russellvillle III, LLC","Leisure Care, LLC"
70A315,70A315,70A315,ALF,49,Courtyard Fountains Assisted Living Community,1537 SE 223rd,"Gresham, OR 97030",,(503) 667-3978,"ARHC CFGREOR01 TRS, LLC","Courtyard Fountains Care Properties, LLC"
70A316,70A316,70A316,ALF,99,Sea View Senior Living Community,98059 Gerlach Lane,"Brookings, OR 97415",,(541) 469-4522,"Sea View Assisted Living Community, LLC","Seasons Management, LLC"
70A317,70A317,70A317,ALF,24,Mirabella at South Waterfront,3550 SW Bond Ave.,"Portland, OR 97239",,(503) 688-6555,Mirabella at South Waterfront,"Pacific Retirement Services, Inc."
70A318,70A318,70A318,ALF,22,Countryside Village,1700 Kellenbeck Rd.,"Grants Pass, OR 97528",,(541) 471-1182,"Lynn-Ann Development, LLC","Lynn-Ann Development, LLC"
70A319,70A319,,ALF,64,Royalton Place Assisted Living,5555 SE King Rd,"Milwaukie, OR 97222",,(503) 786-1670,"BDC/Milwaukie, LLC","Royalton Place Management, LLC"
70A320,70A320,,ALF,65,Bonaventure of Salem Assisted Living,3411 Boone Rd SE,"Salem, OR 97317",,(503) 480-0104,"Bonaventure of Salem, LLC",Bonaventure Senior Living
70A321,70A321,,ALF,25,Dallas Retirement Village Assisted Living HUD,377 NW Jasper St,"Dallas, OR 97338",,(503) 623-2901,"Dallas Health Care Center, LLC",Life Care Services
70A322,70A322,,ALF,19,Wallowa Valley Senior Living,605 Medical Parkway,"Enterprise, OR 97828",,(541) 426-0411,Wallowa County Health Care District,"Marathon Enterprise, LLC"
70A323,70A323,70A323,ALF,101,Waterford Grand Assisted Living,600 Waterford Way,"Eugene, OR 97401",,(541) 654-0112,"BDC/EUGENE, LLC",BPM Senior Living Company
70A324,70A324,70A324,ALF,87,Marquis Tualatin Assisted Living,19945 SW Boones Ferry Road,"Tualatin, OR 97062",,(503) 621-5501,"Marquis Companies II, Inc.","Marquis Companies I, Inc."
70M001,70M001,70M001,ALF,40,Adams House Assisted Living,121 Cordelia Drive,"Myrtle Creek, OR 97457",,(541) 863-7978,"Assisted Living Facilities, Inc.","Concepts in Community Living, Inc."
70M002,70M002,70A002,ALF,64,Alderwood Assisted Living,131 Alder St,"Central Point, OR 97502",,(541) 664-8527,"Alderwood Assisted Living, LLC","AIM Senior Management, LLC"
70M003,70M003,70M003,ALF,36,Alpine House Assisted Living,204 N Park St,"Joseph, OR 97846",,(541) 432-3301,"Joseph ALF, Inc.","Joseph ALF, Inc."
70M004,70M004,70M004,ALF,12,Chinook Place,470 NE Oak St,"Madras, OR 97741",,(541) 475-6001,"ASPEN COURT AID OPCO, LLC","ASPEN COURT AID OPCO, LLC"
70M005,70M005,70M005,ALF,48,Aspens (The),210 Roe Davis Ave,"Hines, OR 97738",,(541) 573-2224,"Harney Pioneer Homes, Inc","Concepts in Community Living, Inc."
70M006,70M006,70M006,ALF,96,Summerplace Assisted Living Community,15727 NE Russell St,"Portland, OR 97230",,(503) 252-9405,"Summerplace Assisted Living, LLC","Prestige Senior Living, LLC"
70M007,70M007,70M007,ALF,34,Astor Place,999 Klaskanine Ave,"Astoria, OR 97103",,(503) 325-9555,"ASTOR AID OPCO, LLC","ASTOR AID OPCO, LLC"
70M008,70M008,70M008,ALF,49,Awbrey Place,2825 Neff Rd,"Bend, OR 97701",,(541) 317-4147,"AWBREY AID OPCO, LLC","AWBREY AID OPCO, LLC"
70M009,70M009,70M009,ALF,50,Bridgewood Rivers Assisted Living,1901 NW Hughwood,"Roseburg, OR 97470",,(541) 440-9009,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
70M010,70M010,70M010,ALF,45,Brookside Place,3550 SW Canal Blvd,"Redmond, OR 97756",,(541) 504-1602,"Redmond ALF, Inc.","Concepts in Community Living, Inc."
70M013,70M013,70M013,ALF,34,Carriage Place,150 S Williamson Dr,"Prineville, OR 97754",,(541) 416-1445,"CARRIAGE AID OPCO, LLC","CARRIAGE AID OPCO, LLC"
70M014,70M014,70M014,ALF,48,Churchill Estates Assisted Living,1919 Bailey Hill Rd,"Eugene, OR 97405",,(541) 485-8405,"Churchill Management, Inc.","Churchill Retirement Services, LLC"
70M015,70M015,70M015,ALF,75,Cornell Estates Retirement and Assisted Living Residence,1005 NE 17th,"Hillsboro, OR 97123",,(503) 681-2784,Cornell Investors Group Inc.,"Cornell Investors Group, Inc."
70M016,70M016,70M016,ALF,80,Brookdale Geary Street,2445 Geary St SE,"Albany, OR 97321",,(541) 926-8300,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
70M017,70M017,70M017,ALF,50,Brookdale McMinnville City Center,721 NE 27th St.,"McMinnville, OR 97128",,(503) 435-0200,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
70M018,70M018,70A018,ALF,53,Dallas Retirement Village Assisted Living,340 NW Brentwood St,"Dallas, OR 97338",,(503) 831-0278,"Dallas Mennonite Retirement Community, Inc.",Life Care Services
70M019,70M019,70A019,ALF,36,Davenport Place,930 Oak St,"Silverton, OR 97381",,(503) 873-6672,"DAVENPORT AID OPCO, LLC","DAVENPORT AID OPCO, LLC"
70M020,70M020,70A020,ALF,48,Deerfield Village Assisted Living,5770 SE Kellogg Cr Dr,"Milwaukie, OR 97222",,(503) 659-4525,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
70M021,70M021,70M021,ALF,50,Dorian Place Assisted Living Facility,375 N Dorian Dr,"Ontario, OR 97914",,(541) 889-7340,"Dorian Place Operations, LLC","Milestone Retirement Communities, LLC"
70M022,70M022,70M022,ALF,36,Applegate Place,1465 East Central,"Sutherlin, OR 97479",,(541) 459-6302,"Sutherlin ALF, Inc.","Concepts in Community Living, Inc."
70M023,70M023,70M023,ALF,77,Parkview Assisted Living,10801 NE Weidler,"Portland, OR 97220",,(503) 256-1140,Oregon Baptist Retirement Home,Oregon Baptist Retirement Homes
70M024,70M024,70M024,ALF,70,Brookdale at Klamath Falls,2130 Eldorado Blvd,"Klamath Falls, OR 97601",,(541) 882-8308,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M025,70M025,70A025,ALF,60,Elliott Residence,390 Church St,"Sublimity, OR 97385",,(503) 769-8318,"Janmaur I, L.L.C.",Marian Estates Support Services
70M026,70M026,70M026,ALF,48,Emerald Valley Assisted Living,4550 W Amazon Dr,"Eugene, OR 97405",,(541) 345-1190,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
70M027,70M027,70M027,ALF,44,Oregon Retirement Center,1010 NE 3rd,"Milton-Freewater, OR 97862",,(541) 938-4490,"Evergreen Oregon Healthcare Orchards Retirement, LLC","Evergreen Healthcare Management, LLC"
70M028,70M028,70M028,ALF,60,Flagstone Retirement & Assisted Living,3325 Columbia View Dr.,"The Dalles, OR 97058",,(541) 298-1685,"Flagstone Operations, LLC.","Milestone Retirement Communities, LLC"
70M029,70M029,70M029,ALF,48,Forest Grove Beehive,2122 Hawthorne,"Forest Grove, OR 97116",,(503) 357-9046,"Forest Grove Beehive, LLC","Caring Places Management, LLC"
70M030,70M030,70A030,ALF,65,Gibson Creek Retirement & Assisted Living Residence,1615 Brush College Rd NW,"Salem, OR 97304",,(503) 371-1160,"TLC West, L.L.C.",Bonaventure Senior Living
70M031,70M031,70A031,ALF,101,Gilman Park Assisted Living,2205 Gilman Drive,"Oregon City, OR 97045",,(503) 657-1183,"FM Gilman, LLC","Frontier Management, LLC"
70M032,70M032,70M032,ALF,36,Grace Place,380 NW 6th Ave,"Estacada, OR 97023",,(503) 630-5348,"GRACE AID OPCO, LLC","GRACE AID OPCO, LLC"
70M033,70M033,70M033,ALF,76,Grande Ronde Retirement Residence,1809 Gekeler Lane,"La Grande, OR 97850",,(541) 963-6519,"FM Grande, LLC","Frontier Management, LLC"
70M034,70M034,70M034,ALF,79,Greenridge Estates At Mountain Park,4 Greenridge Dr,"Lake Oswego, OR 97035",,(503) 635-6857,"Greenridge Estates at Mountain Park, LLC","Greenridge Estates at Mountain Park, LLC"
70M035,70M035,70M035,ALF,78,"Grove Assisted Living, The",2112 Oak St,"Forest Grove, OR 97116",,(503) 359-0615,"The Grove Assisted Living, L.L.C.","Heights Management, Inc."
70M036,70M036,70A036,ALF,49,Harvest Homes,6921 N Roberts Ave,"Portland, OR 97203",,(503) 289-6473,"Harvest Homes, Inc.","Harvest Homes, Inc."
70M037,70M037,70M037,ALF,75,Hearthstone Of Beaverton,12520 SW Hart Rd,"Beaverton, OR 97008",,(503) 641-1118,"Hearthstone of Beaverton Operations, LLC","Hearthstone Management Services, LLC"
70M038,70M038,70M038,ALF,55,Regency Village at Redmond,3000 SW 32nd St,"Redmond, OR 97756",,(541) 923-0280,"BD Redmond I, LLC","Regency Pacific Management, LLC"
70M039,70M039,70M039,ALF,85,Pacific View Assisted Living Community,1000 6th Ave West,"Bandon, OR 97411",,(541) 347-7802,"Bandon Senior Living, LLC","Seasons Management, LLC"
70M040,70M040,70M040,ALF,63,Brookdale Hermiston,980 W Highland Ave,"Hermiston, OR 97838",,(541) 567-7863,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M041,70M041,70A041,ALF,37,Hillside Place,1400 SE 19th,"Lincoln City, OR 97367",,(541) 994-8331,"HILLSIDE AID OPCO, LLC","HiLLSIDE AID OPCO, LLC"
70M042,70M042,70M042,ALF,52,Homewood Heights Assisted Living,17999 SE River Rd,"Milwaukie, OR 97267",,(503) 659-8193,Homewoods Heights LLC,"Prestige Senior Living, L.L.C"
70M043,70M043,70M043,ALF,30,Willow Place,1307 N College,"Newberg, OR 97132",,(503) 537-9120,"Assisted Living Facilities, Inc.","Concepts in Community Living, Inc."
70M044,70M044,70M044,ALF,60,Inland Point Retirement Community,2290 Inland Dr,"North Bend, OR 97459",,(541) 756-8405,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
70M045,70M045,70M045,ALF,40,Suncrest Place,300 Suncrest Rd,"Talent, OR 97540",,(541) 512-0321,"JACKSON AID OPCO, LLC","JACKSON AID OPCO, LLC"
70M048,70M048,70M048,ALF,36,Junction City Retirement & Assisted Living Residence,500 E 6th St,"Junction City, OR 97448",,(541) 998-3747,"FC Ranger OPS Junction City (OR), LLC","Frontier Management, LLC"
70M049,70M049,70M049,ALF,31,Juniper House,301 SW 28th Dr,"Pendleton, OR 97801",,(541) 278-1578,"Assisted Living Facilities, Inc.","Concepts in Community Living, Inc."
70M050,70M050,70M050,ALF,36,Kilchis House,4212 Marolf Place,"Tillamook, OR 97141",,(503) 815-1694,"Tillamook County CARE, Inc.","Tillamook County CARE, Inc."
70M051,70M051,70M051,ALF,50,Lancaster Assisted Living,4156 Market St NE,"Salem, OR 97301",,(503) 371-0498,Lancaster Assisted Living LLC,"Senior Living Management, Inc."
70M052,70M052,70M052,ALF,36,Lancaster Village,4148 Market St NE,"Salem, OR 97301",,(503) 364-6433,"Lancaster Village, LLC","Senior Living Services, Inc."
70M053,70M053,70A053,ALF,67,Lakeview Senior Living,2690 NE Yacht,"Lincoln City, OR 97367",,(541) 994-5678,"Lakeview Operations, LLC","Westmont Living, Inc."
70M054,70M054,70M054,ALF,43,Rogue River Place,2437 Kane St,"Klamath Falls, OR 97603",,(541) 884-8576,"Sage AID OPCO, LLC","Sage AID OPCO, LLC"
70M055,70M055,70M055,ALF,42,Macklyn Place,755 Elk Drive,"Brookings, OR 97415",,(541) 469-5672,"MACKLYN AID OPCO, LLC","MACKLYN AID OPCO, LLC"
70M056,70M056,70M056,ALF,56,Magnolia Gardens Assisted Retirement Living,1425 Daugherty,"Cottage Grove, OR 97424",,(541) 942-3994,Magnolia Gardens Assisted Retirement Living LLC,Magnolia Gardens L.L.C.
70M058,70M058,70A058,ALF,60,McKillop Residence,500 Conifer Circle,"Sublimity, OR 97385",,(503) 769-0950,"Janmaur II, L.L.C.",Marian Estates Support Services
70M059,70M059,70M059,ALF,74,McLoughlin Place Senior Living,1153 Molalla Ave,"Oregon City, OR 97045",,(503) 656-6939,"McLoughlin Place Operations, LLC","Milestone Retirement Communities, LLC"
70M060,70M060,70A060,ALF,52,Meadow Creek Village Assisted Living,3988 12th St SE,"Salem, OR 97302",,(503) 375-2144,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
70M061,70M061,70M061,ALF,60,Meadowbrook Place,4000 Cedar St,"Baker City, OR 97814",,(541) 523-9166,"Meadowbrook Place Operations, LLC","Concepts in Community Living, Inc."
70M063,70M063,70M063,ALF,25,"Gardens at Laurelhurst Village, The",3060 SE Stark St,"Portland, OR 97214",,(503) 535-4951,"Laurelhurst Operations, LLC","Laurelhurst Operations, LLC"
70M064,70M064,70M064,ALF,48,Neawanna By The Sea,20 North Wahanna Rd,"Seaside, OR 97138",,(503) 738-5569,"FC Ranger OPS Neawanna (OR), LLC","Neawanna Care Properties, LLC"
70M065,70M065,70M065,ALF,44,Nehalem Bay House,35385 Tohl Ave,"Nehalem, OR 97131",,(503) 368-6468,"Tillamook County CARE, Inc.","Tillamook County CARE, Inc."
70M066,70M066,70M066,ALF,61,Northridge Center,3737 S Pacific Hwy,"Medford, OR 97501",,(541) 535-1221,"Northridge Center, Inc.","Northridge Center, Inc."
70M067,70M067,70M067,ALF,57,Bayside Terrace Assisted Living,192 Norman Ave,"Coos Bay, OR 97420",,(541) 888-5908,"ARHC OCCOOOR01 TRS, LLC","FM Ocean Crest, LLC"
70M068,70M068,70M068,ALF,84,Oceanview Assisted Living Residence,525 NE 71st,"Newport, OR 97365",,(541) 574-7713,"Newport Assisted Living, LLC","Westmont Living, Inc."
70M070,70M070,70A070,ALF,130,Brookdale Park Place - Tigard,8445 SW Hemlock St,"Portland, OR 97223",,(503) 246-2689,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
70M071,70M071,70M071,ALF,35,Parkhurst Place,2450 May St,"Hood River, OR 97031",,(541) 387-4472,"PARKHURST AID OPCO, LLC","PARKHURST AID OPCO, LLC"
